Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,31,3.0,0,0,Research,Other,0.0,0,0,0,0,ByBirth,160,20,0
0,24,4.5,1,1,Industrials,White,1.0,0,0,0,1,ByBirth,360,6,0
1,19,1.75,0,0,Energy,White,2.335,0,0,0,1,ByBirth,112,6,0
0,16,0.21,1,1,ConsumerStaples,White,0.125,0,0,0,0,ByBirth,200,1,0
0,18,10.0,1,1,Real Estate,White,0.415,0,0,0,0,ByBirth,80,42,0
1,16,0.0,0,0,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,60,0,0
1,23,0.75,1,1,CommunicationServices,White,0.5,1,0,0,1,ByOtherMeans,320,0,0
1,21,0.25,0,0,Energy,Black,0.25,0,0,0,0,ByBirth,280,204,0
1,17,22.0,0,1,Healthcare,Other,0.0,0,0,0,1,Temporary,450,100000,1
1,19,0.0,0,0,CommunicationServices,Asian,0.0,0,0,0,1,ByOtherMeans,500,1,1
1,36,0.125,0,0,Energy,White,1.5,0,0,0,1,ByBirth,232,113,1
1,21,1.5,1,1,Industrials,White,1.5,0,0,0,0,ByBirth,150,8,1
0,18,0.375,0,1,InformationTechnology,Latino,10.0,0,0,0,1,ByOtherMeans,300,0,1
0,33,0.375,1,1,InformationTechnology,White,0.375,0,0,0,0,ByBirth,300,44,1
1,48,0.205,0,0,Financials,White,0.25,1,1,11,0,ByBirth,380,2732,1
1,33,1.25,1,1,Industrials,White,1.165,0,0,0,0,ByBirth,120,0,0
0,29,1.085,0,0,Utilities,White,1.0,0,0,0,0,ByBirth,280,13,0
1,30,1.085,0,0,Energy,White,0.04,0,0,0,0,ByBirth,170,179,0
1,40,3.5,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,0,ByOtherMeans,1160,0,0
1,34,2.5,0,0,Industrials,White,3.0,0,0,0,0,ByOtherMeans,200,0,0
1,28,4.0,0,0,ConsumerDiscretionary,White,0.085,0,0,0,1,ByBirth,411,0,0
1,20,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,0
0,33,2.5,0,0,Energy,White,2.5,0,0,0,1,ByBirth,0,2,0
1,34,2.5,1,1,Energy,White,1.0,0,0,0,0,ByBirth,460,16,0
0,25,12.5,1,1,Real Estate,White,1.0,0,0,0,1,ByBirth,180,1062,0
1,34,2.5,1,1,InformationTechnology,Asian,0.5,0,0,0,0,ByBirth,348,0,0
1,27,0.75,1,1,Materials,Black,0.165,0,0,0,1,ByBirth,220,251,0
1,47,6.5,1,1,Energy,White,1.0,0,0,0,1,ByBirth,0,228,0
0,34,1.25,0,0,ConsumerDiscretionary,Black,0.5,0,0,0,1,ByBirth,160,0,0
0,33,3.0,0,0,ConsumerStaples,White,2.0,0,0,0,0,ByBirth,180,0,0
1,28,3.0,1,1,Industrials,White,0.75,0,0,0,1,ByBirth,300,67,0
0,39,4.0,1,1,Energy,White,3.0,0,0,0,0,ByBirth,480,0,0
1,42,4.085,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,108,100,0
1,26,2.25,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,1,ByBirth,640,4000,0
1,33,2.75,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByBirth,180,0,0
1,38,1.75,1,1,Financials,White,0.5,0,0,0,1,ByBirth,300,2,0
1,62,7.0,1,1,Education,Other,0.0,0,0,0,0,ByBirth,0,12,0
1,32,1.5,1,1,Energy,White,0.25,0,0,0,1,ByBirth,372,122,0
1,26,4.5,0,0,Energy,Asian,2.5,0,0,0,0,ByBirth,200,1210,0
1,63,0.54,1,1,Energy,White,0.585,1,1,3,1,ByBirth,180,0,0
1,27,1.5,1,1,Industrials,White,2.25,0,1,1,1,ByBirth,100,3,0
0,26,2.0,1,1,Research,Other,0.0,0,0,0,1,ByBirth,276,1,0
1,22,0.585,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,100,0,0
1,22,11.5,0,0,CommunicationServices,White,1.5,0,0,0,1,ByBirth,0,4000,0
1,30,1.585,1,1,Real Estate,White,0.585,0,0,0,1,ByOtherMeans,0,0,0
1,36,2.0,1,1,ConsumerDiscretionary,White,0.25,0,0,0,1,ByBirth,221,0,0
0,16,0.165,1,1,ConsumerStaples,White,1.0,0,1,2,1,ByBirth,320,1,0
1,41,1.335,1,1,Real Estate,White,0.165,0,0,0,0,ByBirth,168,0,0
0,19,0.165,1,1,Materials,White,0.04,0,0,0,1,ByBirth,380,0,0
1,32,3.0,1,1,Real Estate,White,0.165,0,0,0,1,ByBirth,120,0,0
0,36,4.71,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,160,0,0
0,30,5.5,1,1,Financials,White,5.5,0,0,0,1,ByOtherMeans,100,0,0
1,23,2.5,1,1,Healthcare,Latino,0.085,0,0,0,1,ByBirth,100,4208,0
1,26,0.54,1,1,Financials,Latino,0.0,0,0,0,0,ByBirth,100,0,0
1,16,0.335,0,0,Financials,White,0.29,0,0,0,0,ByOtherMeans,200,0,0
1,24,2.0,1,1,Education,Other,0.165,0,1,2,0,ByBirth,320,1300,0
1,42,1.25,1,1,CommunicationServices,White,13.875,0,1,1,1,ByBirth,352,112,0
0,22,6.165,1,1,ConsumerStaples,White,0.165,0,0,0,0,ByBirth,220,1000,0
1,39,1.71,0,0,CommunicationServices,White,0.165,0,0,0,0,ByOtherMeans,400,0,0
0,23,11.5,0,0,Financials,Black,3.0,0,0,0,1,ByBirth,20,16,0
1,21,0.75,0,0,Transport,Other,0.75,0,0,0,1,ByBirth,132,2,0
1,33,2.5,0,0,Industrials,White,7.0,0,0,0,1,ByBirth,280,0,0
1,26,13.0,1,1,Education,Other,0.0,0,0,0,1,ByBirth,140,1110,0
0,45,4.585,1,1,Financials,Black,1.0,0,0,0,1,ByOtherMeans,240,0,0
1,26,1.54,1,1,Industrials,White,0.125,0,0,0,0,ByBirth,100,0,0
1,28,0.585,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,260,1004,0
0,20,0.5,0,0,Education,Other,1.0,0,0,0,0,ByBirth,260,0,0
1,28,14.5,1,1,Real Estate,White,0.125,0,0,0,0,ByBirth,0,286,0
1,20,0.835,0,0,Energy,White,2.0,0,0,0,1,ByOtherMeans,240,0,0
1,34,1.335,1,1,ConsumerDiscretionary,Asian,0.125,0,0,0,1,ByBirth,440,4500,0
1,33,0.25,1,1,ConsumerDiscretionary,Asian,4.0,0,0,0,1,ByOtherMeans,420,0,0
1,43,5.0,1,1,ConsumerDiscretionary,Asian,2.25,0,0,0,1,ByBirth,141,0,0
0,22,7.0,1,1,Energy,White,0.165,0,0,0,0,ByBirth,160,0,0
0,24,2.5,0,0,ConsumerDiscretionary,Asian,4.5,0,0,0,0,ByBirth,200,456,0
0,56,4.25,0,0,Healthcare,Latino,5.0,0,0,0,1,ByBirth,0,4,0
1,22,11.46,1,1,Financials,White,1.585,0,0,0,1,ByBirth,100,1212,0
1,34,5.5,0,0,Energy,White,1.5,0,0,0,1,ByBirth,60,0,0
1,22,1.5,0,0,ConsumerStaples,White,0.54,0,0,0,1,ByBirth,120,67,0
1,21,0.0,1,1,Energy,White,0.5,0,0,0,1,ByOtherMeans,0,0,0
1,26,14.585,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,1,ByBirth,178,0,0
1,22,0.17,1,1,CommunicationServices,White,0.085,0,0,0,0,ByOtherMeans,0,0,0
1,15,7.0,1,1,Education,White,1.0,0,0,0,0,ByBirth,600,0,0
1,39,5.0,1,1,ConsumerDiscretionary,Asian,0.21,0,0,0,0,ByBirth,550,0,0
1,27,12.5,1,1,ConsumerStaples,Asian,0.25,0,0,0,1,ByBirth,720,0,0
1,24,0.54,1,1,CommunicationServices,White,1.0,0,0,0,1,ByBirth,120,1,0
1,41,1.25,0,0,Industrials,White,0.25,0,0,0,0,ByBirth,0,195,0
0,33,1.625,1,1,Real Estate,White,0.54,0,0,0,1,ByBirth,0,0,0
1,29,2.04,0,0,Utilities,Black,0.04,0,0,0,0,ByBirth,128,1,0
0,23,0.585,0,0,Healthcare,Latino,0.125,0,0,0,0,ByBirth,120,87,0
1,26,12.5,0,0,Financials,Black,1.25,0,0,0,1,ByBirth,0,17,0
1,31,2.085,1,1,Energy,White,0.085,0,0,0,0,ByBirth,300,0,0
1,20,5.085,0,0,Research,White,0.29,0,0,0,0,ByBirth,140,184,0
1,28,0.375,1,1,Energy,White,0.29,0,0,0,0,ByBirth,220,140,0
0,51,6.5,1,1,ConsumerDiscretionary,Asian,3.085,0,0,0,1,ByBirth,73,0,0
0,22,0.335,1,1,Materials,White,0.75,0,0,0,0,ByOtherMeans,160,0,0
1,34,5.085,0,0,ConsumerDiscretionary,Asian,1.085,0,0,0,1,ByBirth,480,0,0
0,69,6.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByOtherMeans,0,0,0
0,40,8.125,0,0,Financials,White,0.165,0,1,2,0,ByBirth,0,18,0
0,19,0.665,0,0,Energy,White,1.0,0,1,1,0,ByBirth,2000,2,0
1,16,3.125,1,1,Industrials,White,0.085,0,1,1,0,ByBirth,0,6,0
1,17,0.25,1,1,Materials,White,0.335,0,1,4,0,ByBirth,160,8,0
1,31,2.835,1,1,Healthcare,Latino,0.0,0,1,5,0,ByBirth,176,146,0
1,25,3.0,1,1,Energy,White,1.25,0,1,1,0,ByBirth,0,22,0
0,22,0.79,1,1,ConsumerDiscretionary,White,0.085,0,0,0,0,ByBirth,144,0,0
1,40,1.5,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByOtherMeans,300,0,0
1,22,0.46,1,1,Financials,White,0.125,0,0,0,1,ByBirth,280,55,0
0,22,1.25,0,0,Healthcare,Latino,3.25,0,0,0,0,ByBirth,280,0,0
1,22,0.125,0,0,Financials,White,0.125,0,0,0,0,ByBirth,200,70,0
1,23,1.79,1,1,Energy,White,0.54,0,0,0,1,ByBirth,136,1,0
1,38,0.705,1,1,Energy,White,0.375,0,1,2,0,ByBirth,225,500,0
0,26,2.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,60,0
1,35,2.5,1,1,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,210,0,0
1,20,1.085,1,1,Materials,White,1.5,0,0,0,0,ByBirth,108,7,0
1,29,1.25,1,1,Industrials,White,1.75,0,0,0,0,ByBirth,200,0,0
1,26,0.835,1,1,InformationTechnology,White,1.165,0,0,0,0,ByBirth,100,0,0
1,33,2.165,1,1,Energy,White,1.5,0,0,0,0,Temporary,120,0,0
1,24,1.25,1,1,Energy,White,0.25,0,0,0,0,ByBirth,110,0,0
0,27,2.04,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,180,50,0
1,37,0.835,1,1,Education,White,0.04,0,0,0,0,ByBirth,120,5,0
1,49,2.29,1,1,Healthcare,Latino,0.29,0,0,0,0,ByBirth,200,3,0
1,33,0.335,0,0,InformationTechnology,White,0.085,0,0,0,0,ByBirth,180,0,0
1,51,3.0,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,180,4,0
1,22,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058,0
1,21,1.54,1,1,Financials,White,0.085,0,0,0,1,ByBirth,356,0,0
1,25,1.0,1,1,ConsumerStaples,White,0.5,0,0,0,0,ByBirth,200,0,0
1,58,2.71,1,1,Energy,White,2.415,0,0,0,1,ByBirth,320,0,0
1,19,0.0,0,0,Healthcare,Latino,0.0,0,1,4,0,ByBirth,45,1,0
1,19,0.585,1,1,Healthcare,Latino,0.0,0,1,3,0,ByBirth,350,769,0
0,53,0.165,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,62,27,0
0,27,1.25,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,92,300,0
1,25,0.875,1,1,Financials,White,0.375,0,1,2,1,ByBirth,174,3,0
1,23,0.0,1,1,Financials,White,1.0,0,1,11,0,ByOtherMeans,0,0,0
1,39,5.0,1,1,Healthcare,Latino,0.0,0,1,2,0,ByBirth,17,1,0
1,30,2.71,0,0,CommunicationServices,White,0.125,0,0,0,1,ByOtherMeans,80,0,0
1,17,3.0,1,1,Financials,White,0.04,0,0,0,1,ByBirth,160,40,0
0,17,0.0,0,0,Research,Latino,0.0,0,0,0,0,ByBirth,86,0,0
0,28,11.25,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,5200,0
1,16,0.125,1,1,Energy,White,0.165,0,0,0,0,ByBirth,132,0,0
0,27,1.665,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,340,1,0
1,31,1.125,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,96,19,0
1,20,7.0,1,1,Energy,White,0.5,0,0,0,0,ByBirth,0,0,0
1,28,3.0,0,0,ConsumerDiscretionary,Asian,7.0,0,0,0,0,ByBirth,0,1,0
1,39,1.625,1,1,Energy,White,1.5,0,0,0,0,ByBirth,0,316,0
1,36,4.25,1,1,Materials,White,3.5,0,0,0,0,ByBirth,454,50,0
1,29,0.665,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,300,0,0
1,52,1.5,1,1,Real Estate,White,3.75,0,0,0,1,ByBirth,0,350,0
1,36,18.125,1,1,Industrials,White,0.085,0,0,0,0,ByBirth,320,3552,0
1,34,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,0
1,29,0.75,0,0,Energy,White,0.04,0,0,0,0,ByBirth,240,0,0
1,36,5.5,1,1,ConsumerDiscretionary,Asian,5.0,0,0,0,0,ByBirth,210,687,0
1,25,0.29,0,0,Energy,White,1.5,0,0,0,1,ByBirth,160,0,0
0,24,2.415,0,0,Energy,White,0.0,0,0,0,0,ByBirth,120,0,0
1,24,0.875,1,1,CommunicationServices,White,0.085,0,1,4,0,ByBirth,254,1950,0
1,21,0.5,1,1,Energy,White,0.125,0,0,0,0,ByBirth,360,0,0
0,36,0.29,1,1,Healthcare,Latino,0.0,0,1,10,0,ByBirth,200,18,0
0,23,1.835,1,1,Research,Other,0.0,0,1,1,0,ByBirth,200,53,0
0,27,3.0,1,1,CommunicationServices,White,2.79,0,1,1,1,ByBirth,280,10,0
1,31,3.085,1,1,Energy,White,2.5,0,1,2,1,ByBirth,160,41,0
0,30,1.375,1,1,Industrials,Black,0.04,0,1,3,0,ByBirth,0,33,0
1,22,2.335,1,1,Financials,White,0.75,0,0,0,0,ByBirth,180,0,0
1,16,4.085,1,1,ConsumerDiscretionary,Black,0.415,0,0,0,1,ByBirth,120,0,0
0,21,11.665,1,1,Financials,Black,0.085,0,0,0,0,ByBirth,320,5,0
1,21,4.125,0,0,ConsumerDiscretionary,Black,0.04,0,0,0,0,ByBirth,140,100,0
1,17,6.5,1,1,ConsumerDiscretionary,White,0.125,0,0,0,0,ByBirth,60,100,0
1,19,4.0,0,0,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,360,1000,0
1,20,0.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,0,44,0
1,26,2.0,1,1,Real Estate,White,0.75,0,0,0,1,ByBirth,80,0,0
1,23,0.835,1,1,ConsumerDiscretionary,Black,0.085,0,0,0,1,ByBirth,220,5,0
1,39,2.5,0,0,ConsumerDiscretionary,Black,10.0,0,0,0,1,ByOtherMeans,200,0,0
1,22,11.5,1,1,ConsumerDiscretionary,White,0.415,0,0,0,0,ByBirth,0,0,0
1,26,2.71,0,0,Energy,White,0.085,0,0,0,0,ByOtherMeans,80,0,0
0,16,0.5,1,1,ConsumerDiscretionary,White,0.165,0,1,6,1,ByBirth,240,35,0
1,23,3.165,0,0,Financials,White,0.415,0,1,1,1,ByBirth,280,80,0
0,17,9.5,1,1,ConsumerStaples,White,1.75,0,1,10,1,ByBirth,0,10,0
1,23,0.415,0,0,Energy,White,0.04,0,1,2,0,ByBirth,128,6,0
1,34,1.08,1,1,CommunicationServices,White,1.165,0,0,0,0,ByOtherMeans,28,0,0
1,74,19.0,0,0,Healthcare,Latino,0.04,0,1,2,0,ByBirth,0,351,0
1,28,0.125,0,0,Financials,White,0.085,0,0,0,0,ByBirth,216,2100,0
1,24,13.335,0,0,ConsumerStaples,White,0.04,0,0,0,1,ByBirth,120,475,0
1,18,3.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,1,0
1,45,1.0,1,1,Materials,White,0.125,0,0,0,1,ByBirth,263,0,0
0,47,0.75,1,1,Materials,Black,2.75,1,1,1,0,ByBirth,333,892,1
1,24,0.875,1,1,Materials,White,4.625,1,1,2,1,ByBirth,520,2000,1
1,39,9.5,1,1,CommunicationServices,White,6.5,1,1,14,0,ByBirth,240,4607,1
0,20,11.835,1,1,Energy,Black,6.0,1,0,0,0,ByBirth,340,0,1
0,18,4.415,0,0,Energy,Black,3.0,1,0,0,0,ByBirth,240,0,1
1,19,9.5,1,1,Industrials,White,1.5,1,0,0,0,ByBirth,120,2206,1
0,25,0.875,1,1,Utilities,Black,1.04,1,0,0,1,ByBirth,160,5860,1
1,20,9.25,1,1,Energy,White,1.665,1,1,3,1,ByBirth,40,28,1
1,25,0.5,1,1,Energy,White,1.46,1,1,5,1,ByBirth,312,0,1
1,20,7.0,1,1,Energy,White,1.625,1,1,3,0,ByBirth,200,1391,1
1,28,4.0,1,1,Utilities,White,5.0,1,1,3,1,ByBirth,290,2279,1
1,39,5.0,1,1,InformationTechnology,White,3.5,1,1,10,1,ByBirth,0,0,1
0,64,0.165,1,1,Healthcare,Latino,0.0,1,1,1,0,ByBirth,232,100,1
1,28,5.125,1,1,Utilities,White,4.75,1,1,2,0,ByBirth,420,7,1
0,28,3.75,1,1,Energy,White,1.085,1,1,1,1,ByBirth,371,0,1
1,31,19.5,1,1,Energy,White,7.0,1,1,16,0,ByBirth,0,5000,1
0,18,9.0,1,1,ConsumerStaples,White,0.75,1,1,2,0,ByBirth,88,591,1
0,24,3.0,1,1,Materials,Black,1.835,1,1,19,0,ByBirth,0,500,1
0,30,12.0,1,1,Energy,White,2.0,1,1,1,0,ByBirth,220,19,1
1,21,4.79,0,0,Industrials,White,2.25,1,1,1,1,ByBirth,80,300,1
1,13,4.0,0,0,Industrials,White,1.75,1,1,2,1,ByBirth,120,1000,1
0,46,4.0,1,1,Research,Other,0.0,1,0,0,0,ByBirth,100,960,1
0,44,0.0,1,1,Energy,White,2.5,1,0,0,0,ByBirth,0,0,1
1,20,9.96,1,1,Education,Other,0.0,1,0,0,0,ByBirth,0,0,1
1,22,2.54,0,0,Energy,Black,2.585,1,0,0,0,ByBirth,0,0,1
1,28,10.5,1,1,Utilities,White,6.5,1,0,0,0,ByBirth,0,0,1
0,60,5.0,1,1,ConsumerStaples,White,4.0,1,1,4,0,ByBirth,0,99,1
1,16,0.75,1,1,Energy,White,1.75,1,1,5,1,ByBirth,352,690,1
0,28,0.375,1,1,Materials,White,0.585,1,1,4,0,ByBirth,80,0,1
1,39,1.71,1,1,Utilities,White,0.125,1,1,5,1,ByBirth,480,0,1
1,20,7.5,1,1,Financials,White,1.5,1,1,1,0,ByBirth,160,234,1
0,30,5.29,1,1,Education,Other,2.25,1,1,5,1,ByBirth,99,500,1
1,22,3.0,1,1,CommunicationServices,White,1.29,1,1,1,0,ByBirth,260,800,1
0,22,8.5,1,1,Materials,White,1.75,1,1,10,0,ByBirth,80,990,0
0,28,1.665,1,1,Materials,White,2.415,1,0,0,1,ByBirth,440,0,0
1,45,1.5,1,1,Energy,White,2.5,1,0,0,1,ByBirth,140,0,0
1,41,1.75,1,1,Financials,White,0.21,1,0,0,0,ByBirth,160,0,0
0,57,0.335,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,1,ByBirth,252,2197,0
0,55,7.08,1,1,Financials,Black,6.75,1,1,3,1,ByBirth,100,50,0
1,43,25.21,1,1,Materials,Black,0.21,1,1,1,0,ByBirth,760,90,0
0,25,2.085,1,1,Energy,Black,2.75,1,0,0,1,ByBirth,360,1,0
0,24,0.67,1,1,ConsumerStaples,Black,1.75,1,0,0,0,ByBirth,400,0,0
1,43,2.25,1,1,ConsumerDiscretionary,Asian,0.75,1,0,0,0,ByBirth,560,0,0
1,40,0.835,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,130,1,0
1,31,2.5,1,1,ConsumerStaples,White,7.5,1,0,0,1,ByBirth,523,0,0
0,33,1.585,0,0,Healthcare,Latino,0.0,1,0,0,0,ByBirth,320,0,0
0,24,1.25,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,80,0,0
1,35,3.165,1,1,Utilities,Black,3.75,1,0,0,1,ByBirth,680,0,0
1,34,1.75,1,1,Industrials,Asian,0.25,1,0,0,1,ByBirth,163,0,0
1,80,5.5,1,1,Energy,White,0.54,1,0,0,0,ByBirth,0,340,0
1,19,1.5,0,0,InformationTechnology,White,2.0,1,0,0,1,ByBirth,100,20,0
1,42,3.0,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,0,ByBirth,0,200,0
1,19,10.0,0,0,Financials,Black,0.835,1,0,0,1,ByBirth,140,0,0
1,36,3.79,1,1,Industrials,White,1.165,1,0,0,1,ByBirth,200,0,0
1,30,1.04,0,0,ConsumerDiscretionary,Asian,0.5,1,1,10,1,ByBirth,132,28,0
1,44,11.0,0,0,Real Estate,White,1.5,1,0,0,0,ByOtherMeans,0,0,0
1,23,0.46,0,0,Industrials,White,2.625,1,1,6,1,ByBirth,208,347,0
1,23,1.5,1,1,Real Estate,Black,1.875,1,1,6,0,ByBirth,200,327,1
1,33,1.0,1,1,Utilities,White,0.75,1,1,7,1,ByBirth,340,4071,1
1,48,12.0,1,1,CommunicationServices,White,16.0,1,0,0,0,ByOtherMeans,110,0,1
1,76,22.29,1,1,Education,Other,12.75,1,1,1,1,ByBirth,0,109,1
1,51,10.0,1,1,ConsumerDiscretionary,Asian,0.0,1,1,11,0,ByBirth,0,1249,1
1,34,15.0,1,1,Transport,Other,5.375,1,1,9,1,ByBirth,0,134,1
1,38,3.335,1,1,Industrials,White,4.0,1,1,14,0,ByBirth,383,1344,1
0,22,11.25,0,0,Utilities,Black,0.75,1,1,4,0,ByBirth,0,321,1
1,41,0.42,1,1,Energy,Black,0.21,1,1,6,0,ByBirth,220,948,1
1,29,4.5,1,1,Industrials,White,7.5,1,1,2,1,ByBirth,330,0,1
0,32,1.46,1,1,Industrials,White,1.085,1,1,16,0,ByBirth,120,2079,1
1,51,0.04,1,1,Utilities,Black,0.04,1,0,0,0,ByBirth,0,3000,1
0,22,2.29,1,1,Materials,Black,2.29,1,1,7,1,ByBirth,140,2384,1
0,25,12.33,1,1,InformationTechnology,Black,3.5,1,1,6,0,ByBirth,400,458,1
1,26,1.125,1,1,Utilities,Black,1.25,1,0,0,0,ByBirth,0,5298,1
1,23,1.5,1,1,Energy,Black,1.415,1,0,0,0,ByBirth,422,200,1
1,24,12.335,1,1,Materials,Black,1.585,1,0,0,1,ByBirth,120,0,1
1,42,5.04,1,1,Materials,Black,12.75,1,0,0,1,ByBirth,92,0,1
0,20,3.0,1,1,ConsumerStaples,White,0.04,1,0,0,0,ByBirth,100,0,1
1,23,11.5,1,1,Industrials,Black,2.125,1,1,11,1,ByBirth,290,284,1
0,25,2.875,1,1,Utilities,Black,0.875,1,0,0,0,ByBirth,360,0,1
1,43,0.375,0,0,Energy,White,0.375,1,1,8,1,ByBirth,300,162,1
0,35,0.915,1,1,ConsumerStaples,White,0.75,1,1,4,0,ByBirth,0,1583,1
1,59,2.75,1,1,Industrials,White,1.75,1,1,5,1,ByBirth,60,58,1
1,21,3.0,0,0,Real Estate,White,1.085,1,1,8,1,ByBirth,160,1,1
1,21,0.54,0,0,Utilities,White,0.04,1,1,1,1,ByBirth,840,59,1
0,65,14.0,1,1,Healthcare,Latino,0.0,1,1,11,1,ByBirth,0,1400,1
0,20,10.0,1,1,Energy,Black,1.0,1,1,4,0,ByBirth,50,1465,1
1,32,0.165,0,0,Energy,Black,3.25,1,1,1,1,ByBirth,432,8000,1
1,30,0.5,1,1,Energy,White,1.75,1,1,11,0,ByBirth,32,540,1
1,25,6.0,1,1,Energy,White,1.0,1,1,3,0,ByBirth,0,0,1
1,39,1.625,1,1,Energy,White,1.5,1,1,10,0,ByBirth,186,4700,1
1,39,6.0,1,1,CommunicationServices,White,1.29,1,1,5,1,ByBirth,108,1097,1
1,31,0.83,1,1,Utilities,White,1.335,1,1,8,1,ByBirth,303,3290,1
1,41,0.04,1,1,Education,White,0.04,0,1,1,0,ByOtherMeans,560,0,1
1,48,4.25,1,1,CommunicationServices,White,0.125,1,0,0,1,ByBirth,225,0,1
1,32,9.0,0,0,Industrials,Black,5.25,1,0,0,1,ByBirth,154,0,1
0,28,15.0,0,0,Education,Other,0.0,1,0,0,0,ByBirth,0,13212,1
1,73,17.75,1,1,Healthcare,Latino,0.0,1,0,0,1,ByBirth,0,0,1
1,64,20.0,1,1,Utilities,Black,17.5,1,1,9,1,ByBirth,0,1000,1
1,51,15.0,1,1,Energy,White,8.5,1,1,9,0,ByBirth,0,0,1
1,26,1.75,0,0,Energy,White,1.0,1,1,5,1,ByBirth,160,5777,1
1,25,0.58,1,1,Energy,White,0.29,1,1,7,1,ByBirth,96,5124,1
1,30,6.5,1,1,InformationTechnology,White,3.125,1,1,8,0,ByBirth,330,1200,1
1,27,0.75,1,1,Energy,Black,4.25,1,1,3,1,ByBirth,312,150,1
1,23,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,1
1,34,5.25,1,1,Industrials,White,0.085,0,0,0,1,ByBirth,290,6,1
1,38,0.21,1,1,Financials,White,0.085,1,0,0,1,ByBirth,280,0,1
1,25,0.75,1,1,Energy,Asian,0.25,1,0,0,0,ByBirth,349,23,1
0,46,3.0,1,1,Energy,White,2.375,1,1,8,1,ByBirth,396,4159,1
0,21,6.0,1,1,ConsumerStaples,White,2.5,1,1,3,0,ByBirth,80,918,1
1,20,0.125,1,1,Materials,White,1.0,0,1,1,0,ByBirth,240,768,1
1,20,2.415,1,1,Energy,White,2.0,1,1,11,1,ByBirth,200,3000,1
0,29,0.46,1,1,Financials,White,0.54,1,1,4,0,ByBirth,380,500,1
1,42,1.75,0,0,Energy,White,0.0,0,0,0,1,ByBirth,150,1,0
1,29,1.25,0,0,Financials,White,0.25,0,0,0,0,ByBirth,224,0,0
1,20,0.25,1,1,Materials,White,0.125,0,0,0,0,ByBirth,200,0,0
1,23,0.585,1,1,Energy,Black,0.085,1,0,0,0,ByBirth,180,0,0
0,29,1.75,0,0,Financials,White,1.25,0,0,0,1,ByBirth,280,0,0
1,16,0.04,1,1,Energy,White,0.04,0,0,0,0,ByBirth,0,0,1
1,32,3.5,1,1,Financials,White,0.5,0,0,0,1,ByBirth,232,0,0
1,28,0.04,0,0,Real Estate,White,4.25,0,0,0,1,ByBirth,460,0,0
1,47,4.165,1,1,Utilities,Asian,0.085,0,0,0,1,ByBirth,520,0,0
1,20,1.25,0,0,Financials,White,0.125,0,0,0,0,ByBirth,140,4,0
1,27,3.25,0,0,Materials,Black,5.085,0,1,2,1,ByBirth,369,1,0
1,22,0.79,1,1,Industrials,White,0.29,0,1,1,0,ByBirth,420,283,0
1,19,10.915,1,1,Energy,Asian,0.585,0,1,2,1,ByBirth,200,7,0
0,38,4.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,160,0,0
1,29,1.25,1,1,Energy,Black,0.25,0,1,2,1,ByBirth,400,108,0
1,22,0.75,1,1,ConsumerDiscretionary,White,1.585,0,1,1,1,ByBirth,400,9,0
1,32,14.0,0,0,Healthcare,Latino,0.0,0,1,2,0,ByBirth,160,1,0
1,29,4.75,1,1,CommunicationServices,White,2.0,0,1,1,1,ByBirth,460,68,0
